trial_count,FB,TS,correct_action,response,rt,stim,correct,con_ts,con_stim,curr_ts,switch
72,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.43585896492004395,1,True,True,True,1,False
73,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.3892850875854492,1,True,True,True,1,False
74,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.526792049407959,1,True,True,True,1,False
75,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4299612045288086,0,True,True,True,1,False
76,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.5767300128936768,1,False,False,True,1,False
77,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.4622371196746826,0,False,False,True,1,False
78,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.5055060386657715,0,False,False,True,1,False
79,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.44539499282836914,0,True,True,True,0,True
80,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.38552403450012207,1,True,True,True,0,False
81,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,j,0.3370189666748047,1,False,True,False,0,False
82,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.45818519592285156,0,True,True,True,0,False
83,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5340127944946289,0,True,True,True,0,False
84,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4742319583892822,1,True,True,True,0,False
85,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5440020561218262,0,True,True,True,0,False
86,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.5718169212341309,1,True,True,True,0,False
87,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.6416721343994141,1,True,True,True,0,False
88,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5976519584655762,0,True,True,True,0,False
89,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4888739585876465,0,True,True,True,0,False
90,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.6552028656005859,1,False,False,True,1,True
91,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.434877872467041,0,True,True,True,1,False
92,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.5089931488037109,1,False,False,True,0,True
93,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.5155808925628662,1,False,False,True,0,False
94,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.627504825592041,1,False,False,True,0,False
95,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.3520090579986572,0,True,True,True,1,True
96,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.32852816581726074,1,True,True,True,1,False
97,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.49761295318603516,0,True,True,True,1,False
98,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.7026550769805908,1,True,True,True,1,False
99,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.533275842666626,0,True,True,True,1,False
100,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4320359230041504,1,True,True,True,1,False
101,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.41998910903930664,0,True,True,True,1,False
102,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.3477191925048828,1,True,True,True,1,False
103,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.3640611171722412,0,True,True,True,1,False
104,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.46538805961608887,0,True,True,True,1,False
105,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4908161163330078,1,True,True,True,1,False
106,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.44524502754211426,0,False,False,True,1,False
107,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.571523904800415,1,False,False,True,1,False
108,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.3733980655670166,0,False,False,True,1,False
109,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.5668079853057861,1,True,True,True,0,True
110,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,j,0.5181999206542969,1,False,True,False,0,False
111,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.45762109756469727,1,True,True,True,0,False
112,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4048349857330322,0,True,True,True,0,False
113,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5057229995727539,0,True,True,True,0,False
114,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4919450283050537,1,True,True,True,0,False
115,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.5658550262451172,1,True,True,True,0,False
116,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5210199356079102,0,True,True,True,0,False
117,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.44666099548339844,1,True,True,True,0,False
118,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4266970157623291,0,True,True,True,0,False
119,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4514181613922119,0,True,True,True,0,False
120,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4533109664916992,1,True,True,True,0,False
121,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,j,0.4005770683288574,0,False,False,True,0,False
122,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,j,0.5829200744628906,0,False,False,True,0,False
123,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.6059520244598389,1,True,True,True,1,True
124,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.45099806785583496,0,True,True,True,1,False
125,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.39627504348754883,1,True,True,True,1,False
126,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5070061683654785,0,True,True,True,1,False
127,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5431380271911621,0,True,True,True,1,False
128,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.42832112312316895,1,True,True,True,1,False
129,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4997239112854004,1,True,True,True,1,False
130,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.47904515266418457,1,True,True,True,1,False
131,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.3621680736541748,0,True,True,True,1,False
132,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.43601298332214355,0,True,True,True,1,False
133,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.3220491409301758,1,True,True,True,1,False
134,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,j,0.39565110206604004,0,False,False,True,0,True
135,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,j,0.5015230178833008,0,False,False,True,0,False
136,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5192720890045166,0,True,True,True,0,False
137,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.35549092292785645,1,True,True,True,0,False
138,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4910848140716553,1,True,True,True,0,False
139,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.34896016120910645,0,True,True,True,0,False
140,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.46841001510620117,0,True,True,True,0,False
141,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4523909091949463,1,True,True,True,0,False
142,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5891740322113037,0,True,True,True,0,False
143,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4231579303741455,1,True,True,True,0,False
144,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4758460521697998,1,True,True,True,0,False
145,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.3725740909576416,0,True,True,True,0,False
146,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4139571189880371,0,True,True,True,0,False
147,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.4704630374908447,1,False,False,True,1,True
148,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.45655202865600586,1,True,True,True,0,True
149,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.38590192794799805,0,True,True,True,0,False
150,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5312581062316895,0,True,True,True,0,False
151,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,j,0.4495730400085449,0,False,False,True,0,False
152,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.49149107933044434,1,True,True,True,1,True
153,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.46718502044677734,1,True,True,True,1,False
154,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5008108615875244,0,True,True,True,1,False
155,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.6377711296081543,1,True,True,True,1,False
156,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.44547104835510254,0,True,True,True,1,False
157,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.542557954788208,1,True,True,True,1,False
158,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5177500247955322,1,True,True,True,1,False
159,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5160560607910156,1,True,True,True,1,False
160,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4342470169067383,0,True,True,True,1,False
161,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.3793330192565918,1,True,True,True,1,False
162,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5368020534515381,1,True,True,True,1,False
163,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.36601805686950684,0,True,True,True,1,False
164,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5451757907867432,0,True,True,True,1,False
165,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4563479423522949,0,True,True,True,1,False
166,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.47528600692749023,0,True,True,True,0,True
167,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5592219829559326,0,True,True,True,0,False
168,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5560479164123535,0,True,True,True,0,False
169,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4620199203491211,1,True,True,True,0,False
170,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.42903804779052734,1,True,True,True,0,False
171,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.34950900077819824,0,True,True,True,0,False
172,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4053330421447754,1,True,True,True,0,False
173,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.36653900146484375,0,True,True,True,0,False
174,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4964749813079834,0,True,True,True,0,False
175,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4508380889892578,0,True,True,True,0,False
176,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.49088287353515625,1,True,True,True,0,False
177,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4233870506286621,1,True,True,True,0,False
178,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.461871862411499,1,True,True,True,0,False
179,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.49249696731567383,0,True,True,True,0,False
180,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4818148612976074,0,True,True,True,0,False
181,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.44475483894348145,1,False,False,True,0,False
182,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.7551569938659668,1,True,True,True,1,True
183,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.6161260604858398,1,True,True,True,1,False
184,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4489729404449463,0,True,True,True,1,False
185,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.42148590087890625,1,True,True,True,1,False
186,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5303800106048584,0,True,True,True,1,False
187,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5630290508270264,0,True,True,True,1,False
188,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.43802714347839355,0,True,True,True,1,False
189,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.40372800827026367,1,True,True,True,1,False
190,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5313839912414551,1,True,True,True,1,False
191,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.47974586486816406,0,True,True,True,1,False
192,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.41790199279785156,0,True,True,True,1,False
193,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.5014321804046631,1,False,False,True,0,True
194,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.574329137802124,0,True,True,True,1,True
195,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4227309226989746,1,True,True,True,1,False
196,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.44754910469055176,1,False,False,True,1,False
197,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.556333065032959,1,False,False,True,1,False
198,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.5082969665527344,1,False,False,True,1,False
199,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.34839701652526855,0,True,True,True,0,True
200,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.34011006355285645,1,True,True,True,0,False
201,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4067540168762207,0,True,True,True,0,False
202,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.40439605712890625,0,True,True,True,0,False
203,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.3785560131072998,1,True,True,True,0,False
204,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.41474199295043945,0,True,True,True,0,False
205,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.42302584648132324,1,True,True,True,0,False
206,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.513286828994751,1,True,True,True,0,False
207,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.3325941562652588,0,True,True,True,0,False
208,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4504399299621582,0,True,True,True,0,False
209,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.45198583602905273,1,True,True,True,0,False
210,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.40357303619384766,0,True,True,True,0,False
211,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.42861104011535645,1,False,False,True,0,False
212,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.4786250591278076,1,False,False,True,0,False
213,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5583879947662354,0,True,True,True,1,True
214,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.5582740306854248,1,False,False,True,0,True
215,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.48409509658813477,0,True,True,True,1,True
216,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.46028590202331543,1,True,True,True,1,False
217,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.32855987548828125,0,True,True,True,1,False
218,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4532458782196045,1,True,True,True,1,False
219,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.3791639804840088,0,True,True,True,1,False
220,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.46268606185913086,0,True,True,True,1,False
221,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.42322278022766113,0,True,True,True,1,False
222,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4376239776611328,1,True,True,True,1,False
223,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4550480842590332,1,True,True,True,1,False
224,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.44053006172180176,1,True,True,True,1,False
225,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.43468308448791504,0,True,True,True,1,False
226,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.5383760929107666,1,False,False,True,1,False
227,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.5309231281280518,1,False,False,True,1,False
228,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.43477797508239746,0,False,False,True,1,False
229,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.45812201499938965,1,True,True,True,0,True
230,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.40686893463134766,0,True,True,True,0,False
231,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.39479613304138184,0,True,True,True,0,False
232,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5794270038604736,0,True,True,True,0,False
233,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.3879971504211426,1,True,True,True,0,False
234,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.37871789932250977,0,True,True,True,0,False
235,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4866809844970703,0,True,True,True,0,False
236,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4162130355834961,1,True,True,True,0,False
237,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.471189022064209,1,True,True,True,0,False
238,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4503200054168701,1,True,True,True,0,False
239,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.47925496101379395,0,True,True,True,0,False
240,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4039931297302246,0,True,True,True,0,False
241,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.5279331207275391,1,False,False,True,0,False
242,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.546565055847168,0,True,True,True,1,True
243,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4249551296234131,0,True,True,True,1,False
244,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4393138885498047,0,True,True,True,1,False
245,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.37603092193603516,1,True,True,True,1,False
246,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5492081642150879,1,True,True,True,1,False
247,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.49933791160583496,0,True,True,True,1,False
248,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5176780223846436,0,True,True,True,1,False
249,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.41854310035705566,1,True,True,True,1,False
250,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.38718700408935547,0,True,True,True,1,False
251,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.38005709648132324,1,True,True,True,1,False
252,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4068779945373535,1,True,True,True,1,False
253,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5396649837493896,1,True,True,True,1,False
254,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4853668212890625,0,True,True,True,1,False
255,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4827389717102051,0,True,True,True,1,False
256,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.46835994720458984,0,False,False,True,1,False
257,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.6389420032501221,1,True,True,True,0,True
258,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.6177010536193848,0,True,True,True,0,False
259,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.5007920265197754,1,True,True,True,0,False
260,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5052690505981445,0,True,True,True,0,False
261,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.3242971897125244,1,True,True,True,0,False
262,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.5315709114074707,1,True,True,True,0,False
263,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.6051628589630127,1,True,True,True,0,False
264,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.5956521034240723,0,False,False,True,1,True
265,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.5006299018859863,1,True,True,True,0,True
266,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.48711395263671875,1,True,True,True,0,False
267,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.34060096740722656,0,True,True,True,0,False
268,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.8234481811523438,0,True,True,True,0,False
269,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5113070011138916,0,True,True,True,0,False
270,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.39496397972106934,1,True,True,True,0,False
271,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,j,0.4359738826751709,0,False,False,True,0,False
272,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,j,0.43297386169433594,0,False,False,True,0,False
273,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.34250783920288086,1,False,False,True,0,False
274,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5548698902130127,1,True,True,True,1,True
275,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4031360149383545,0,True,True,True,1,False
276,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.4240720272064209,1,True,True,True,1,False
277,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.45896005630493164,1,True,True,True,1,False
278,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.37551212310791016,0,True,True,True,1,False
279,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5554721355438232,1,True,True,True,1,False
280,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.3901350498199463,0,True,True,True,1,False
281,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.5465309619903564,0,True,True,True,1,False
282,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.5816121101379395,1,True,True,True,1,False
283,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.4378218650817871,0,True,True,True,1,False
284,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,l,0.503173828125,1,True,True,True,1,False
285,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,h,0.46762704849243164,0,True,True,True,1,False
286,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.43499207496643066,1,False,False,True,1,False
287,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.44092893600463867,0,False,False,True,1,False
288,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,l,0.38027000427246094,1,False,False,True,1,False
289,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,h,0.40183305740356445,0,False,False,True,1,False
290,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5414330959320068,0,True,True,True,0,True
291,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.5344610214233398,1,True,True,True,0,False
292,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.4368588924407959,0,True,True,True,0,False
293,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.5688159465789795,1,True,True,True,0,False
294,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.4495549201965332,1,True,True,True,0,False
295,0,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,j,0.3406531810760498,1,False,True,False,0,False
296,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.3388969898223877,0,True,True,True,0,False
297,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.563831090927124,0,True,True,True,0,False
298,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.5362210273742676,0,True,True,True,0,False
299,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",k,k,0.43543410301208496,1,True,True,True,0,False
300,1,"{'probs': (0.8, 0.2), 'actions': ['j', 'k']}",j,j,0.49279212951660156,0,True,True,True,0,False
301,1,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.38704514503479004,1,False,False,True,0,False
302,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",l,k,0.6043782234191895,1,False,False,True,0,False
303,0,"{'probs': (0.8, 0.2), 'actions': ['h', 'l']}",h,j,0.3929109573364258,0,False,False,True,0,False
