trial_count,FB,TS,correct_action,response,rt,stim,correct,con_ts,con_stim,curr_ts,switch
466,0,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,k,0.8241009712219238,1,False,False,True,1,False
467,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.6267619132995605,0,True,True,True,0,True
468,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.44087910652160645,1,True,True,True,0,False
469,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.35591816902160645,0,True,True,True,0,False
470,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.33991479873657227,1,True,True,True,0,False
471,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.43209099769592285,1,True,True,True,0,False
472,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.383105993270874,0,True,True,True,0,False
473,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.622189998626709,0,True,True,True,0,False
474,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.4717600345611572,1,True,True,True,0,False
475,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.47491979598999023,1,True,True,True,0,False
476,0,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.585003137588501,1,True,True,True,0,False
477,0,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,l,0.52211594581604,0,False,False,True,1,True
478,0,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,l,0.6994071006774902,0,False,False,True,1,False
479,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",h,h,0.3712179660797119,0,True,True,True,0,True
480,1,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,j,0.40305089950561523,1,True,True,True,0,False
481,0,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,h,0.4062519073486328,0,False,False,True,0,False
482,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,h,0.6638679504394531,0,False,False,True,0,False
483,0,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,h,0.45628881454467773,0,False,False,True,0,False
484,0,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,j,0.6758220195770264,1,False,False,True,0,False
485,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.663964033126831,1,True,True,True,1,True
486,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.5001308917999268,1,True,True,True,1,False
487,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.38347792625427246,0,True,True,True,1,False
488,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.49752092361450195,1,True,True,True,1,False
489,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.4778318405151367,1,True,True,True,1,False
490,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.4386570453643799,0,True,True,True,1,False
491,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.44339895248413086,0,True,True,True,1,False
492,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.45546817779541016,0,True,True,True,1,False
493,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.4622621536254883,1,True,True,True,1,False
494,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.4096071720123291,0,True,True,True,1,False
495,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",k,k,0.4281198978424072,1,True,True,True,1,False
496,1,"{'probs': (0.9, 0.1), 'actions': ['l', 'k']}",l,l,0.3694281578063965,0,True,True,True,1,False
497,0,"{'probs': (0.9, 0.1), 'actions': ['h', 'j']}",j,k,0.4215240478515625,1,False,False,True,1,False
